folder,instance,config,runsolver_user_time,runsolver_system_time,cpu_time
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0115-wgc-n80-d70-p81.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.860728,0.106777,0.9675050000000001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0099-wgc-n80-d30-p89.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.628931,0.060434,0.689365
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0101-wgc-n80-d50-p58.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.793191,0.063924,0.857115
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0108-wgc-n80-d50-p88.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.784046,0.051185,0.8352310000000001
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0059-wgc-n40-d70-p58.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.558906,0.053246,0.612152
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0090-wgc-n60-d70-p80.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.673932,0.064005,0.737937
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0051-wgc-n40-d70-p18.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",471.347,0.082242,471.429242
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0048-wgc-n40-d50-p29.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",1.31459,0.039061,1.353651
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0014-wgc-n20-d50-p10.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.466663,0.049555,0.516218
AMOSUM_GraphColouring_old,/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/training-instances-gc/0021-wgc-n20-d70-p11.asp,"sh -c 'amoclingo -e=/home/guests/mmacri/AMOSUM/benchmarks/GraphColouring/encoding-amosum-amo.asp -l=false -m=minfly -lg=cpp -i=""$0""'",0.477463,0.046037,0.5235000000000001
